MapActivityId,Country,Date,Volume,ImpactTag
CAP00001,"USA, Canada",07-13-2022,894,
CAP00001,"USA, Canada",07-14-2022,834,
CAP00001,"USA, Canada",07-15-2022,888,
CAP00001,"USA, Canada",07-16-2022,1021,
CAP00001,"USA, Canada",07-17-2022,930,
CAP00001,"USA, Canada",07-18-2022,839,
CAP00001,"USA, Canada",07-19-2022,952,
CAP00001,"USA, Canada",07-20-2022,828,
CAP00001,"USA, Canada",07-21-2022,702,
CAP00001,"USA, Canada",07-22-2022,775,
CAP00001,"USA, Canada",07-23-2022,706,
CAP00001,"USA, Canada",07-24-2022,814,
CAP00001,"USA, Canada",07-25-2022,836,
CAP00001,"USA, Canada",07-26-2022,953,
CAP00001,"USA, Canada",07-27-2022,844,
CAP00001,"USA, Canada",07-28-2022,795,
CAP00001,"USA, Canada",07-29-2022,865,
CAP00001,"USA, Canada",07-30-2022,627,
CAP00001,"USA, Canada",07-31-2022,801,
CAP00001,"USA, Canada",08-01-2022,830,
CAP00001,"USA, Canada",08-02-2022,650,
CAP00001,"USA, Canada",08-03-2022,835,
CAP00001,"USA, Canada",08-04-2022,763,
CAP00001,"USA, Canada",08-05-2022,693,
CAP00001,"USA, Canada",08-06-2022,759,
CAP00001,"USA, Canada",08-07-2022,869,
CAP00001,"USA, Canada",08-08-2022,698,
CAP00001,"USA, Canada",08-09-2022,689,
CAP00001,"USA, Canada",08-10-2022,622,
CAP00001,"USA, Canada",08-11-2022,579,
CAP00001,"USA, Canada",08-12-2022,691,
CAP00001,"USA, Canada",08-13-2022,550,
CAP00001,"USA, Canada",08-14-2022,605,
CAP00001,"USA, Canada",08-15-2022,549,
CAP00001,"USA, Canada",08-16-2022,119,System Down: 08-16-2022
CAP00001,"USA, Canada",08-17-2022,165,System Down: 08-17-2022
CAP00001,"USA, Canada",08-18-2022,621,
CAP00001,"USA, Canada",08-19-2022,492,
CAP00001,"USA, Canada",08-20-2022,496,
CAP00001,"USA, Canada",08-21-2022,148,System Down: 08-21-2022
CAP00001,"USA, Canada",08-22-2022,458,
CAP00001,"USA, Canada",08-23-2022,508,
CAP00001,"USA, Canada",08-24-2022,525,
CAP00001,"USA, Canada",08-25-2022,388,
CAP00001,"USA, Canada",08-26-2022,512,
CAP00001,"USA, Canada",08-27-2022,539,
CAP00001,"USA, Canada",08-28-2022,459,
CAP00001,"USA, Canada",08-29-2022,560,
CAP00001,"USA, Canada",08-30-2022,354,
CAP00001,"USA, Canada",08-31-2022,311,
CAP00001,"USA, Canada",09-01-2022,265,
CAP00001,"USA, Canada",09-02-2022,505,
CAP00001,"USA, Canada",09-03-2022,437,
CAP00001,"USA, Canada",09-04-2022,380,
CAP00001,"USA, Canada",09-05-2022,402,
CAP00001,"USA, Canada",09-06-2022,0,Holiday: Labor Day
CAP00001,"USA, Canada",09-07-2022,561,
CAP00001,"USA, Canada",09-08-2022,387,
CAP00001,"USA, Canada",09-09-2022,385,
CAP00001,"USA, Canada",09-10-2022,433,
CAP00001,"USA, Canada",09-11-2022,416,
CAP00001,"USA, Canada",09-12-2022,399,
CAP00001,"USA, Canada",09-13-2022,326,
CAP00001,"USA, Canada",09-14-2022,425,
CAP00001,"USA, Canada",09-15-2022,535,
CAP00001,"USA, Canada",09-16-2022,500,
CAP00001,"USA, Canada",09-17-2022,525,
CAP00001,"USA, Canada",09-18-2022,374,
CAP00001,"USA, Canada",09-19-2022,345,
CAP00001,"USA, Canada",09-20-2022,417,
CAP00001,"USA, Canada",09-21-2022,439,
CAP00001,"USA, Canada",09-22-2022,525,
CAP00001,"USA, Canada",09-23-2022,325,
CAP00001,"USA, Canada",09-24-2022,576,
CAP00001,"USA, Canada",09-25-2022,459,
CAP00001,"USA, Canada",09-26-2022,449,
CAP00001,"USA, Canada",09-27-2022,415,
CAP00001,"USA, Canada",09-28-2022,377,
CAP00001,"USA, Canada",09-29-2022,573,
CAP00001,"USA, Canada",09-30-2022,527,
CAP00001,"USA, Canada",10-01-2022,434,
CAP00001,"USA, Canada",10-02-2022,444,
CAP00001,"USA, Canada",10-03-2022,526,
CAP00001,"USA, Canada",10-04-2022,686,
CAP00001,"USA, Canada",10-05-2022,274,System Maintenance: 10-05-2022
CAP00001,"USA, Canada",10-06-2022,468,
CAP00001,"USA, Canada",10-07-2022,571,
CAP00001,"USA, Canada",10-08-2022,578,
CAP00001,"USA, Canada",10-09-2022,404,
CAP00001,"USA, Canada",10-10-2022,610,
CAP00001,"USA, Canada",10-11-2022,0,Holiday: Columbus Day
CAP00001,"USA, Canada",10-12-2022,681,
CAP00001,"USA, Canada",10-13-2022,774,
CAP00001,"USA, Canada",10-14-2022,726,
CAP00001,"USA, Canada",10-15-2022,627,
CAP00001,"USA, Canada",10-16-2022,569,
CAP00001,"USA, Canada",10-17-2022,849,
CAP00001,"USA, Canada",10-18-2022,664,
CAP00001,"USA, Canada",10-19-2022,132,System Down: 10-19-2022
CAP00001,"USA, Canada",10-20-2022,663,
CAP00001,"USA, Canada",10-21-2022,681,
CAP00001,"USA, Canada",10-22-2022,656,
CAP00001,"USA, Canada",10-23-2022,625,
CAP00001,"USA, Canada",10-24-2022,626,
CAP00001,"USA, Canada",10-25-2022,664,
CAP00001,"USA, Canada",10-26-2022,332,System Maintenance: 10-26-2022
CAP00001,"USA, Canada",10-27-2022,609,
CAP00001,"USA, Canada",10-28-2022,668,
CAP00001,"USA, Canada",10-29-2022,638,
CAP00001,"USA, Canada",10-30-2022,766,
CAP00001,"USA, Canada",10-31-2022,450,
CAP00001,"USA, Canada",11-01-2022,726,
CAP00001,"USA, Canada",11-02-2022,732,
CAP00001,"USA, Canada",11-03-2022,478,
CAP00001,"USA, Canada",11-04-2022,602,
CAP00001,"USA, Canada",11-05-2022,593,
CAP00001,"USA, Canada",11-06-2022,509,
CAP00001,"USA, Canada",11-07-2022,550,
CAP00001,"USA, Canada",11-08-2022,518,
CAP00001,"USA, Canada",11-09-2022,725,
CAP00001,"USA, Canada",11-10-2022,657,
CAP00001,"USA, Canada",11-11-2022,0,Holiday: Veterans Day
CAP00001,"USA, Canada",11-12-2022,627,
CAP00001,"USA, Canada",11-13-2022,481,
CAP00001,"USA, Canada",11-14-2022,519,
CAP00001,"USA, Canada",11-15-2022,588,
CAP00001,"USA, Canada",11-16-2022,453,
CAP00001,"USA, Canada",11-17-2022,592,
CAP00001,"USA, Canada",11-18-2022,515,
CAP00001,"USA, Canada",11-19-2022,257,System Maintenance: 11-19-2022
CAP00001,"USA, Canada",11-20-2022,575,
CAP00001,"USA, Canada",11-21-2022,551,
CAP00001,"USA, Canada",11-22-2022,486,
CAP00001,"USA, Canada",11-23-2022,596,
CAP00001,"USA, Canada",11-24-2022,425,
CAP00001,"USA, Canada",11-25-2022,0,Holiday: Thanksgiving Day
CAP00001,"USA, Canada",11-26-2022,546,
CAP00001,"USA, Canada",11-27-2022,477,
CAP00001,"USA, Canada",11-28-2022,524,
CAP00001,"USA, Canada",11-29-2022,406,
CAP00001,"USA, Canada",11-30-2022,570,
CAP00001,"USA, Canada",12-01-2022,488,
CAP00001,"USA, Canada",12-02-2022,465,
CAP00001,"USA, Canada",12-03-2022,586,
CAP00001,"USA, Canada",12-04-2022,458,
CAP00001,"USA, Canada",12-05-2022,410,
CAP00001,"USA, Canada",12-06-2022,404,
CAP00001,"USA, Canada",12-07-2022,573,
CAP00001,"USA, Canada",12-08-2022,438,
CAP00001,"USA, Canada",12-09-2022,673,
CAP00001,"USA, Canada",12-10-2022,394,
CAP00001,"USA, Canada",12-11-2022,686,
CAP00001,"USA, Canada",12-12-2022,274,System Maintenance: 12-12-2022
CAP00001,"USA, Canada",12-13-2022,572,
CAP00001,"USA, Canada",12-14-2022,549,
CAP00001,"USA, Canada",12-15-2022,164,System Down: 12-15-2022
CAP00001,"USA, Canada",12-16-2022,611,
CAP00001,"USA, Canada",12-17-2022,710,
CAP00001,"USA, Canada",12-18-2022,649,
CAP00001,"USA, Canada",12-19-2022,665,
CAP00001,"USA, Canada",12-20-2022,641,
CAP00001,"USA, Canada",12-21-2022,678,
CAP00001,"USA, Canada",12-22-2022,720,
CAP00001,"USA, Canada",12-23-2022,584,
CAP00001,"USA, Canada",12-24-2022,627,
CAP00001,"USA, Canada",12-25-2022,0,Holiday: Christmas Day
CAP00001,"USA, Canada",12-26-2022,771,
CAP00001,"USA, Canada",12-27-2022,760,
CAP00001,"USA, Canada",12-28-2022,791,
CAP00001,"USA, Canada",12-29-2022,831,
CAP00001,"USA, Canada",12-30-2022,780,
CAP00001,"USA, Canada",12-31-2022,778,
CAP00001,"USA, Canada",01-01-2023,0,Holiday: New Year's Day
CAP00001,"USA, Canada",01-02-2023,499,
CAP00001,"USA, Canada",01-03-2023,499,
CAP00001,"USA, Canada",01-04-2023,512,
CAP00001,"USA, Canada",01-05-2023,482,
CAP00001,"USA, Canada",01-06-2023,527,
CAP00001,"USA, Canada",01-07-2023,557,
CAP00001,"USA, Canada",01-08-2023,609,
CAP00001,"USA, Canada",01-09-2023,595,
CAP00001,"USA, Canada",01-10-2023,657,
CAP00001,"USA, Canada",01-11-2023,534,
CAP00001,"USA, Canada",01-12-2023,615,
CAP00001,"USA, Canada",01-13-2023,592,
CAP00001,"USA, Canada",01-14-2023,689,
CAP00001,"USA, Canada",01-15-2023,0,Holiday: Martin Luther King Jr. Day
CAP00001,"USA, Canada",01-16-2023,566,
CAP00001,"USA, Canada",01-17-2023,582,
CAP00001,"USA, Canada",01-18-2023,519,
CAP00001,"USA, Canada",01-19-2023,597,
CAP00001,"USA, Canada",01-20-2023,591,
CAP00001,"USA, Canada",01-21-2023,636,
CAP00001,"USA, Canada",01-22-2023,648,
CAP00001,"USA, Canada",01-23-2023,721,
CAP00001,"USA, Canada",01-24-2023,682,
CAP00001,"USA, Canada",01-25-2023,615,
CAP00001,"USA, Canada",01-26-2023,603,
CAP00001,"USA, Canada",01-27-2023,667,
CAP00001,"USA, Canada",01-28-2023,333,System Maintenance: 01-28-2023
CAP00001,"USA, Canada",01-29-2023,729,
CAP00001,"USA, Canada",01-30-2023,700,
CAP00001,"USA, Canada",01-31-2023,625,
CAP00001,"USA, Canada",02-01-2023,568,
CAP00001,"USA, Canada",02-02-2023,706,
CAP00001,"USA, Canada",02-03-2023,638,
CAP00001,"USA, Canada",02-04-2023,697,
CAP00001,"USA, Canada",02-05-2023,568,
CAP00001,"USA, Canada",02-06-2023,610,
CAP00001,"USA, Canada",02-07-2023,634,
CAP00001,"USA, Canada",02-08-2023,633,
CAP00001,"USA, Canada",02-09-2023,608,
CAP00001,"USA, Canada",02-10-2023,653,
CAP00001,"USA, Canada",02-11-2023,573,
CAP00001,"USA, Canada",02-12-2023,611,
CAP00001,"USA, Canada",02-13-2023,183,System Down: 02-13-2023
CAP00001,"USA, Canada",02-14-2023,136,System Down: 02-14-2023
CAP00001,"USA, Canada",02-15-2023,0,Holiday: Presidents' Day
CAP00001,"USA, Canada",02-16-2023,551,
CAP00001,"USA, Canada",02-17-2023,528,
CAP00001,"USA, Canada",02-18-2023,651,
CAP00001,"USA, Canada",02-19-2023,604,
CAP00001,"USA, Canada",02-20-2023,552,
CAP00001,"USA, Canada",02-21-2023,651,
CAP00001,"USA, Canada",02-22-2023,583,
CAP00001,"USA, Canada",02-23-2023,627,
CAP00001,"USA, Canada",02-24-2023,574,
CAP00001,"USA, Canada",02-25-2023,661,
CAP00001,"USA, Canada",02-26-2023,644,
CAP00001,"USA, Canada",02-27-2023,551,
CAP00001,"USA, Canada",02-28-2023,604,
CAP00001,"USA, Canada",03-01-2023,587,
CAP00001,"USA, Canada",03-02-2023,618,
CAP00001,"USA, Canada",03-03-2023,511,
CAP00001,"USA, Canada",03-04-2023,585,
CAP00001,"USA, Canada",03-05-2023,601,
CAP00001,"USA, Canada",03-06-2023,474,
CAP00001,"USA, Canada",03-07-2023,499,
CAP00001,"USA, Canada",03-08-2023,462,
CAP00001,"USA, Canada",03-09-2023,542,
CAP00001,"USA, Canada",03-10-2023,588,
CAP00001,"USA, Canada",03-11-2023,625,
CAP00001,"USA, Canada",03-12-2023,562,
CAP00001,"USA, Canada",03-13-2023,635,
CAP00001,"USA, Canada",03-14-2023,502,
CAP00001,"USA, Canada",03-15-2023,490,
CAP00001,"USA, Canada",03-16-2023,568,
CAP00001,"USA, Canada",03-17-2023,592,
CAP00001,"USA, Canada",03-18-2023,577,
CAP00001,"USA, Canada",03-19-2023,490,
CAP00001,"USA, Canada",03-20-2023,584,
CAP00001,"USA, Canada",03-21-2023,534,
CAP00001,"USA, Canada",03-22-2023,628,
CAP00001,"USA, Canada",03-23-2023,621,
CAP00001,"USA, Canada",03-24-2023,567,
CAP00001,"USA, Canada",03-25-2023,592,
CAP00001,"USA, Canada",03-26-2023,574,
CAP00001,"USA, Canada",03-27-2023,625,
CAP00001,"USA, Canada",03-28-2023,677,
CAP00001,"USA, Canada",03-29-2023,596,
CAP00001,"USA, Canada",03-30-2023,669,
CAP00001,"USA, Canada",03-31-2023,630,
CAP00001,"USA, Canada",04-01-2023,624,
CAP00001,"USA, Canada",04-02-2023,661,
CAP00001,"USA, Canada",04-03-2023,625,
CAP00001,"USA, Canada",04-04-2023,654,
CAP00001,"USA, Canada",04-05-2023,630,
CAP00001,"USA, Canada",04-06-2023,778,
CAP00001,"USA, Canada",04-07-2023,697,
CAP00001,"USA, Canada",04-08-2023,669,
CAP00001,"USA, Canada",04-09-2023,716,
CAP00001,"USA, Canada",04-10-2023,706,
CAP00001,"USA, Canada",04-11-2023,705,
CAP00001,"USA, Canada",04-12-2023,747,
CAP00001,"USA, Canada",04-13-2023,757,
CAP00001,"USA, Canada",04-14-2023,703,
CAP00001,"USA, Canada",04-15-2023,704,
CAP00001,"USA, Canada",04-16-2023,720,
CAP00001,"USA, Canada",04-17-2023,631,
CAP00001,"USA, Canada",04-18-2023,668,
CAP00001,"USA, Canada",04-19-2023,799,
CAP00001,"USA, Canada",04-20-2023,813,
CAP00001,"USA, Canada",04-21-2023,728,
CAP00001,"USA, Canada",04-22-2023,765,
CAP00001,"USA, Canada",04-23-2023,752,
CAP00001,"USA, Canada",04-24-2023,876,
CAP00001,"USA, Canada",04-25-2023,786,
CAP00001,"USA, Canada",04-26-2023,727,
CAP00001,"USA, Canada",04-27-2023,688,
CAP00001,"USA, Canada",04-28-2023,655,
CAP00001,"USA, Canada",04-29-2023,733,
CAP00001,"USA, Canada",04-30-2023,1145,
CAP00001,"USA, Canada",05-01-2023,1087,
CAP00001,"USA, Canada",05-02-2023,1137,
CAP00001,"USA, Canada",05-03-2023,1096,
CAP00001,"USA, Canada",05-04-2023,1294,
CAP00001,"USA, Canada",05-05-2023,1224,
CAP00001,"USA, Canada",05-06-2023,1147,
CAP00001,"USA, Canada",05-07-2023,1247,
CAP00001,"USA, Canada",05-08-2023,623,System Maintenance: 05-08-2023
CAP00001,"USA, Canada",05-09-2023,1048,
CAP00001,"USA, Canada",05-10-2023,1214,
CAP00001,"USA, Canada",05-11-2023,1127,
CAP00001,"USA, Canada",05-12-2023,338,System Down: 05-12-2023
CAP00001,"USA, Canada",05-13-2023,1046,
CAP00001,"USA, Canada",05-14-2023,981,
CAP00001,"USA, Canada",05-15-2023,929,
CAP00001,"USA, Canada",05-16-2023,1088,
CAP00001,"USA, Canada",05-17-2023,1148,
CAP00001,"USA, Canada",05-18-2023,886,
CAP00001,"USA, Canada",05-19-2023,1019,
CAP00001,"USA, Canada",05-20-2023,914,
CAP00001,"USA, Canada",05-21-2023,913,
CAP00001,"USA, Canada",05-22-2023,891,
CAP00001,"USA, Canada",05-23-2023,857,
CAP00001,"USA, Canada",05-24-2023,913,
CAP00001,"USA, Canada",05-25-2023,834,
CAP00001,"USA, Canada",05-26-2023,250,System Down: 05-26-2023
CAP00001,"USA, Canada",05-27-2023,868,
CAP00001,"USA, Canada",05-28-2023,843,
CAP00001,"USA, Canada",05-29-2023,782,
CAP00001,"USA, Canada",05-30-2023,796,
CAP00001,"USA, Canada",05-31-2023,0,Holiday: Memorial Day
CAP00001,"USA, Canada",06-01-2023,858,
CAP00001,"USA, Canada",06-02-2023,738,
CAP00001,"USA, Canada",06-03-2023,811,
CAP00001,"USA, Canada",06-04-2023,852,
CAP00001,"USA, Canada",06-05-2023,664,
CAP00001,"USA, Canada",06-06-2023,824,
CAP00001,"USA, Canada",06-07-2023,728,
CAP00001,"USA, Canada",06-08-2023,816,
CAP00001,"USA, Canada",06-09-2023,712,
CAP00001,"USA, Canada",06-10-2023,630,
CAP00001,"USA, Canada",06-11-2023,641,
CAP00001,"USA, Canada",06-12-2023,765,
CAP00001,"USA, Canada",06-13-2023,779,
CAP00001,"USA, Canada",06-14-2023,155,System Down: 06-14-2023
CAP00001,"USA, Canada",06-15-2023,807,
CAP00001,"USA, Canada",06-16-2023,635,
CAP00001,"USA, Canada",06-17-2023,756,
CAP00001,"USA, Canada",06-18-2023,672,
CAP00001,"USA, Canada",06-19-2023,336,System Maintenance: 06-19-2023
CAP00001,"USA, Canada",06-20-2023,771,
CAP00001,"USA, Canada",06-21-2023,706,
CAP00001,"USA, Canada",06-22-2023,746,
CAP00001,"USA, Canada",06-23-2023,854,
CAP00001,"USA, Canada",06-24-2023,739,
CAP00001,"USA, Canada",06-25-2023,850,
CAP00001,"USA, Canada",06-26-2023,707,
CAP00001,"USA, Canada",06-27-2023,837,
CAP00001,"USA, Canada",06-28-2023,910,
CAP00001,"USA, Canada",06-29-2023,622,
CAP00001,"USA, Canada",06-30-2023,753,
CAP00001,"USA, Canada",07-01-2023,861,
CAP00001,"USA, Canada",07-02-2023,808,
CAP00001,"USA, Canada",07-03-2023,856,
CAP00001,"USA, Canada",07-04-2023,0,Holiday: Independence Day
CAP00001,"USA, Canada",07-05-2023,845,
CAP00001,"USA, Canada",07-06-2023,831,
CAP00001,"USA, Canada",07-07-2023,935,
CAP00001,"USA, Canada",07-08-2023,870,
CAP00001,"USA, Canada",07-09-2023,880,
CAP00001,"USA, Canada",07-10-2023,827,
CAP00001,"USA, Canada",07-11-2023,824,
CAP00001,"USA, Canada",07-12-2023,830,
CAP00001,"USA, Canada",07-13-2023,894,
CAP00001,"USA, Canada",07-14-2023,834,
CAP00001,"USA, Canada",07-15-2023,888,
CAP00001,"USA, Canada",07-16-2023,1021,
CAP00001,"USA, Canada",07-17-2023,930,
CAP00001,"USA, Canada",07-18-2023,839,
CAP00001,"USA, Canada",07-19-2023,952,
CAP00001,"USA, Canada",07-20-2023,828,
CAP00001,"USA, Canada",07-21-2023,702,
CAP00001,"USA, Canada",07-22-2023,775,
CAP00001,"USA, Canada",07-23-2023,706,
CAP00001,"USA, Canada",07-24-2023,814,
CAP00001,"USA, Canada",07-25-2023,836,
CAP00001,"USA, Canada",07-26-2023,953,
CAP00001,"USA, Canada",07-27-2023,844,
CAP00001,"USA, Canada",07-28-2023,795,
CAP00001,"USA, Canada",07-29-2023,865,
CAP00001,"USA, Canada",07-30-2023,627,
CAP00001,"USA, Canada",07-31-2023,801,
CAP00001,"USA, Canada",08-01-2023,830,
CAP00001,"USA, Canada",08-02-2023,650,
CAP00001,"USA, Canada",08-03-2023,835,
CAP00001,"USA, Canada",08-04-2023,763,
CAP00001,"USA, Canada",08-05-2023,693,
CAP00001,"USA, Canada",08-06-2023,759,
CAP00001,"USA, Canada",08-07-2023,869,
CAP00001,"USA, Canada",08-08-2023,698,
CAP00001,"USA, Canada",08-09-2023,689,
CAP00001,"USA, Canada",08-10-2023,622,
CAP00001,"USA, Canada",08-11-2023,579,
CAP00001,"USA, Canada",08-12-2023,691,
CAP00001,"USA, Canada",08-13-2023,550,
CAP00001,"USA, Canada",08-14-2023,605,
CAP00001,"USA, Canada",08-15-2023,549,
CAP00001,"USA, Canada",08-16-2023,607,
CAP00001,"USA, Canada",08-17-2023,582,
CAP00001,"USA, Canada",08-18-2023,621,
CAP00001,"USA, Canada",08-19-2023,492,
CAP00001,"USA, Canada",08-20-2023,496,
CAP00001,"USA, Canada",08-21-2023,198,System Maintenance: 08-21-2023
CAP00001,"USA, Canada",08-22-2023,458,
CAP00001,"USA, Canada",08-23-2023,508,
CAP00001,"USA, Canada",08-24-2023,525,
CAP00001,"USA, Canada",08-25-2023,388,
CAP00001,"USA, Canada",08-26-2023,512,
CAP00001,"USA, Canada",08-27-2023,539,
CAP00001,"USA, Canada",08-28-2023,459,
CAP00001,"USA, Canada",08-29-2023,560,
CAP00001,"USA, Canada",08-30-2023,354,
CAP00001,"USA, Canada",08-31-2023,311,
CAP00001,"USA, Canada",09-01-2023,265,
CAP00001,"USA, Canada",09-02-2023,505,
CAP00001,"USA, Canada",09-03-2023,437,
CAP00001,"USA, Canada",09-04-2023,380,
CAP00001,"USA, Canada",09-05-2023,402,
CAP00001,"USA, Canada",09-06-2023,0,Holiday: Labor Day
CAP00001,"USA, Canada",09-07-2023,561,
CAP00001,"USA, Canada",09-08-2023,387,
CAP00001,"USA, Canada",09-09-2023,385,
CAP00001,"USA, Canada",09-10-2023,433,
CAP00001,"USA, Canada",09-11-2023,416,
CAP00001,"USA, Canada",09-12-2023,399,
CAP00001,"USA, Canada",09-13-2023,326,
CAP00001,"USA, Canada",09-14-2023,425,
CAP00001,"USA, Canada",09-15-2023,535,
CAP00001,"USA, Canada",09-16-2023,500,
CAP00001,"USA, Canada",09-17-2023,525,
CAP00001,"USA, Canada",09-18-2023,374,
CAP00001,"USA, Canada",09-19-2023,187,System Maintenance: 09-19-2023
CAP00001,"USA, Canada",09-20-2023,417,
CAP00001,"USA, Canada",09-21-2023,439,
CAP00001,"USA, Canada",09-22-2023,525,
CAP00001,"USA, Canada",09-23-2023,325,
CAP00001,"USA, Canada",09-24-2023,576,
CAP00001,"USA, Canada",09-25-2023,459,
CAP00001,"USA, Canada",09-26-2023,449,
CAP00001,"USA, Canada",09-27-2023,415,
CAP00001,"USA, Canada",09-28-2023,377,
CAP00001,"USA, Canada",09-29-2023,573,
CAP00001,"USA, Canada",09-30-2023,527,
CAP00001,"USA, Canada",10-01-2023,434,
CAP00001,"USA, Canada",10-02-2023,444,
CAP00001,"USA, Canada",10-03-2023,526,
CAP00001,"USA, Canada",10-04-2023,686,
CAP00001,"USA, Canada",10-05-2023,551,
CAP00001,"USA, Canada",10-06-2023,468,
CAP00001,"USA, Canada",10-07-2023,571,
CAP00001,"USA, Canada",10-08-2023,578,
CAP00001,"USA, Canada",10-09-2023,289,System Maintenance: 10-09-2023
CAP00001,"USA, Canada",10-10-2023,610,
CAP00001,"USA, Canada",10-11-2023,0,Holiday: Columbus Day
CAP00001,"USA, Canada",10-12-2023,681,
CAP00001,"USA, Canada",10-13-2023,774,
CAP00001,"USA, Canada",10-14-2023,726,
CAP00001,"USA, Canada",10-15-2023,627,
CAP00001,"USA, Canada",10-16-2023,569,
CAP00001,"USA, Canada",10-17-2023,849,
CAP00001,"USA, Canada",10-18-2023,664,
CAP00001,"USA, Canada",10-19-2023,663,
CAP00001,"USA, Canada",10-20-2023,663,
CAP00001,"USA, Canada",10-21-2023,681,
CAP00001,"USA, Canada",10-22-2023,656,
CAP00001,"USA, Canada",10-23-2023,328,System Maintenance: 10-23-2023
CAP00001,"USA, Canada",10-24-2023,626,
CAP00001,"USA, Canada",10-25-2023,664,
CAP00001,"USA, Canada",10-26-2023,624,
CAP00001,"USA, Canada",10-27-2023,609,
CAP00001,"USA, Canada",10-28-2023,668,
CAP00001,"USA, Canada",10-29-2023,638,
CAP00001,"USA, Canada",10-30-2023,766,
CAP00001,"USA, Canada",10-31-2023,450,
CAP00001,"USA, Canada",11-01-2023,726,
CAP00001,"USA, Canada",11-02-2023,732,
CAP00001,"USA, Canada",11-03-2023,478,
CAP00001,"USA, Canada",11-04-2023,602,
CAP00001,"USA, Canada",11-05-2023,593,
CAP00001,"USA, Canada",11-06-2023,509,
CAP00001,"USA, Canada",11-07-2023,550,
CAP00001,"USA, Canada",11-08-2023,518,
CAP00001,"USA, Canada",11-09-2023,725,
CAP00001,"USA, Canada",11-10-2023,657,
CAP00001,"USA, Canada",11-11-2023,0,Holiday: Veterans Day
CAP00001,"USA, Canada",11-12-2023,627,
CAP00001,"USA, Canada",11-13-2023,481,
CAP00001,"USA, Canada",11-14-2023,519,
CAP00001,"USA, Canada",11-15-2023,588,
CAP00001,"USA, Canada",11-16-2023,453,
CAP00001,"USA, Canada",11-17-2023,592,
CAP00001,"USA, Canada",11-18-2023,515,
CAP00001,"USA, Canada",11-19-2023,499,
CAP00001,"USA, Canada",11-20-2023,575,
CAP00001,"USA, Canada",11-21-2023,551,
CAP00001,"USA, Canada",11-22-2023,486,
CAP00001,"USA, Canada",11-23-2023,596,
CAP00001,"USA, Canada",11-24-2023,425,
CAP00001,"USA, Canada",11-25-2023,0,Holiday: Thanksgiving Day
CAP00001,"USA, Canada",11-26-2023,546,
CAP00001,"USA, Canada",11-27-2023,477,
CAP00001,"USA, Canada",11-28-2023,524,
CAP00001,"USA, Canada",11-29-2023,406,
CAP00001,"USA, Canada",11-30-2023,570,
CAP00001,"USA, Canada",12-01-2023,488,
CAP00001,"USA, Canada",12-02-2023,465,
CAP00001,"USA, Canada",12-03-2023,586,
CAP00001,"USA, Canada",12-04-2023,458,
CAP00001,"USA, Canada",12-05-2023,410,
CAP00001,"USA, Canada",12-06-2023,404,
CAP00001,"USA, Canada",12-07-2023,573,
CAP00001,"USA, Canada",12-08-2023,438,
CAP00001,"USA, Canada",12-09-2023,673,
CAP00001,"USA, Canada",12-10-2023,394,
CAP00001,"USA, Canada",12-11-2023,118,System Down: 12-11-2023
CAP00001,"USA, Canada",12-12-2023,585,
CAP00001,"USA, Canada",12-13-2023,572,
CAP00001,"USA, Canada",12-14-2023,549,
CAP00001,"USA, Canada",12-15-2023,632,
CAP00001,"USA, Canada",12-16-2023,611,
CAP00001,"USA, Canada",12-17-2023,710,
CAP00001,"USA, Canada",12-18-2023,649,
CAP00001,"USA, Canada",12-19-2023,665,
CAP00001,"USA, Canada",12-20-2023,641,
CAP00001,"USA, Canada",12-21-2023,678,
CAP00001,"USA, Canada",12-22-2023,720,
CAP00001,"USA, Canada",12-23-2023,144,System Down: 12-23-2023
CAP00001,"USA, Canada",12-24-2023,627,
CAP00001,"USA, Canada",12-25-2023,0,Holiday: Christmas Day
CAP00001,"USA, Canada",12-26-2023,771,
CAP00001,"USA, Canada",12-27-2023,760,
CAP00001,"USA, Canada",12-28-2023,791,
CAP00001,"USA, Canada",12-29-2023,831,
CAP00001,"USA, Canada",12-30-2023,780,
CAP00001,"USA, Canada",12-31-2023,778,
